,index,artists,track_name,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5953,14721,play school,fa-la-nana,False,0.762,0.0443,5,-21.792,0.0679,0.625,1.53e-05,0.0804,0.6,90.835
5954,14722,peppa pig stories,bedtime story,False,0.618,0.245,7,-11.805,0.924,0.676,0.0,0.435,0.522,75.139
5955,14725,peppa pig stories,families,False,0.618,0.369,3,-13.64,0.901,0.754,0.0,0.453,0.775,154.141
5956,14726,the wiggles,come on let's jump,False,0.583,0.568,9,-4.728,0.0548,0.261,0.00143,0.315,0.501,131.658
5957,14727,toddler tunes,the phonics alphabet song,False,0.88,0.609,8,-10.487,0.0418,0.147,0.0,0.127,0.795,120.019
5958,14729,the wiggles,mrs macaroni,False,0.778,0.715,9,-7.122,0.0371,0.355,0.0,0.264,0.97,107.184
5959,14732,the kiboomers,flap flap flap little bats,False,0.826,0.717,0,-8.871,0.0505,0.595,0.0,0.105,0.381,123.997
5960,14734,big block singsong,princess,False,0.872,0.521,0,-9.475,0.385,0.46,0.0,0.0468,0.866,95.941
5961,14735,the wiggles,sweet boiled candy,False,0.631,0.508,2,-6.255,0.028,0.0921,0.0,0.356,0.426,124.937
5962,14736,the wiggles,waltz with dolls and fairies,False,0.399,0.727,9,-5.561,0.0423,0.00295,0.00694,0.0684,0.225,156.101
5963,14737,the wiggles,joannie works with one hammer,False,0.652,0.491,2,-5.571,0.272,0.516,0.0,0.192,0.961,129.302
5964,14741,john williamson,three rivers hotel,False,0.582,0.195,2,-15.76,0.034,0.806,0.0,0.111,0.525,167.202
5965,14742,john williamson,you and my guitar,False,0.666,0.655,1,-9.596,0.0493,0.68,0.000106,0.943,0.714,127.7
5966,14743,play school,wiggerly woo,False,0.658,0.49,0,-6.841,0.37,0.623,4.99e-06,0.162,0.872,78.56
5967,14751,super simple songs,down by the bay,False,0.809,0.533,7,-7.283,0.0288,0.636,0.0,0.0872,0.785,96.023
5968,14753,love to sing,joy to the world,False,0.806,0.396,0,-6.839,0.0296,0.533,0.0,0.0639,0.605,109.065
5969,14755,chuchu tv,colors song for children,False,0.888,0.864,4,-4.988,0.0433,0.00155,0.0417,0.219,0.849,126.043
5970,14756,chuchu tv,this is the way we brush our teeth nursery rhyme,False,0.65,0.767,8,-1.158,0.0799,0.0314,0.0,0.311,0.965,119.069
5971,14758,wowkidz,koyal,False,0.811,0.516,2,-6.82,0.463,0.325,0.0,0.234,0.833,180.006
5972,14760,bobs & lolo,octave the octopus,False,0.659,0.364,0,-12.638,0.46,0.611,1.55e-06,0.0886,0.905,162.643
5973,14765,the kiboomers,pat-a-cake pat-a-cake,False,0.854,0.4,10,-6.511,0.042,0.646,3.12e-05,0.0768,0.854,84.904
5974,14771,chuchu tv,"rain, rain, go away nursery rhyme",False,0.716,0.404,4,-11.731,0.0354,0.383,2.51e-05,0.112,0.395,90.02
5975,14772,cocomelon,"ghosts, witches, ghouls and bones",False,0.658,0.334,7,-11.721,0.0849,0.556,1.25e-05,0.121,0.928,115.124
5976,14774,the wiggles,when i hear the music of the orchestra,False,0.36,0.254,0,-12.628,0.034,0.932,0.00664,0.112,0.469,101.539
5977,14776,blippi,the airplane song,False,0.746,0.478,0,-11.996,0.0328,0.529,4.37e-06,0.112,0.635,125.07
5978,14777,peppa pig stories,grandpa pig's train to the rescue,False,0.709,0.479,6,-13.243,0.943,0.776,0.0,0.436,0.682,126.792
5979,14781,play school,old macdonald,False,0.77,0.417,7,-10.268,0.434,0.808,0.0,0.0705,0.631,92.515
5980,14790,twinkle twinkle little rock star,colors of the wind (pocohontas),False,0.642,0.263,10,-18.23,0.0479,0.904,0.793,0.139,0.394,67.001
5981,14791,sweet little band,here in my life,False,0.561,0.286,11,-11.974,0.0277,0.924,0.67,0.0942,0.176,144.935
5982,14794,kidz bop kids,spooky halloween sounds,False,0.301,0.887,1,-8.955,0.406,0.0163,0.00201,0.365,0.207,95.046
5983,14795,maranatha! kids,hatiku senang,False,0.772,0.536,7,-6.612,0.136,0.451,0.000224,0.284,0.92,60.492
5984,14801,love to sing,we wish you a merry christmas,False,0.668,0.461,7,-7.761,0.0301,0.917,0.0,0.648,0.9,138.089
5985,14805,looloo kids,zigaloo dance,False,0.777,0.892,5,-4.128,0.0718,0.0285,3.62e-05,0.068,0.847,170.325
5986,14811,chuchu tv,123 numbers song for children,False,0.965,0.636,9,-8.432,0.0875,0.0957,0.0,0.489,0.49,122.039
5987,14816,the wiggles,dream song,False,0.547,0.457,9,-8.65,0.0314,0.611,0.0,0.272,0.32,99.994
5988,14817,judi cranston,play on your instruments,False,0.793,0.498,1,-9.07,0.0444,0.224,0.0,0.0574,0.9,126.076
5989,14819,cocomelon,this is the way - car safety,False,0.847,0.376,9,-14.15,0.093,0.596,5.75e-05,0.0798,0.965,150.047
5990,14820,alvin & the chipmunks,"uptown funk - from ""alvin and the chipmunks: the road chip"" soundtrack",False,0.773,0.836,6,-2.674,0.188,0.113,0.0168,0.305,0.679,114.98
5991,14822,caspar babypants,sliver moon,False,0.712,0.0716,5,-17.71,0.0449,0.981,0.0178,0.108,0.211,130.84
5992,14823,the wiggles,castle of dromore,False,0.649,0.295,0,-10.695,0.0369,0.854,9.1e-06,0.13,0.546,131.766
5993,14824,peppa pig stories,baby alexander,False,0.713,0.258,7,-13.43,0.926,0.8,0.0,0.662,0.411,125.73
5994,14825,giggle and hoot,giggle and hoot theme song,False,0.815,0.585,6,-9.102,0.0393,0.765,0.000879,0.118,0.688,119.989
5995,14826,peppa pig stories,goldie the fish,False,0.637,0.368,8,-13.572,0.931,0.832,0.0,0.121,0.485,84.366
5996,14828,caillou,"gilbert, mon chat!",False,0.9,0.472,0,-11.774,0.091,0.432,2.87e-05,0.0594,0.908,94.998
5997,14829,twinkle twinkle little rock star,don't save me,False,0.744,0.0352,7,-29.973,0.0658,0.99,0.953,0.106,0.203,130.0
5998,14833,twinkle twinkle little rock star,everything i wanted,False,0.682,0.00728,9,-31.323,0.0528,0.984,0.937,0.0644,0.0919,146.001
5999,14839,veggietales,i can be your friend,False,0.734,0.654,3,-6.41,0.313,0.641,0.0,0.127,0.78,142.015
6000,14841,cri-cri,chong ki fu,False,0.577,0.237,2,-8.893,0.043,0.747,0.0,0.287,0.73,80.4
6001,14844,sweet little band,love of my life,False,0.591,0.154,5,-14.839,0.0364,0.856,0.0891,0.086,0.551,78.0
6002,14846,sweet little band,we are the champions,False,0.263,0.258,7,-12.713,0.0386,0.906,0.0974,0.157,0.356,178.6
6003,14850,barney,i love you,False,0.784,0.207,4,-12.478,0.047,0.832,0.0,0.117,0.548,112.266
6004,14851,love to sing,deck the halls,False,0.777,0.651,3,-6.327,0.0423,0.359,0.0,0.224,0.902,125.999
6005,14853,the minions,tiki tiki babeloo,False,0.742,0.632,5,-6.625,0.102,0.93,0.831,0.128,0.832,128.021
6006,14854,cocomelon,pumpkin patch,False,0.889,0.383,11,-8.738,0.0362,0.562,7.37e-05,0.143,0.767,139.979
6007,14855,felicia barton,"ducktales - from ""ducktales"" / extended version",False,0.557,0.838,7,-5.007,0.0393,0.06,0.0,0.188,0.643,183.026
6008,14857,cedarmont kids,jesus loves the little children,False,0.632,0.23,8,-9.423,0.0287,0.897,4.62e-05,0.197,0.543,95.996
6009,14859,kidz bop kids,fly - redo version,False,0.698,0.755,0,-6.225,0.0328,0.000361,6.15e-05,0.038,0.8,99.521
6010,14863,pinkfong,move like the dinosaurs,False,0.818,0.847,8,-3.213,0.0951,0.107,0.0,0.0834,0.712,124.959
6011,14866,charlie hope,my balloon,False,0.506,0.503,9,-10.014,0.0292,0.533,0.0181,0.109,0.299,71.99
6012,14869,mother goose club,where is thumbkin?,False,0.82,0.421,4,-8.871,0.0375,0.634,0.0191,0.272,0.671,120.098
6013,14871,kids tv 123,months of the year song,False,0.616,0.249,2,-7.841,0.0332,0.888,1.47e-06,0.132,0.728,99.123
6014,14873,the kiboomers,bumping up and down,False,0.876,0.49,0,-9.42,0.0384,0.62,0.0129,0.106,0.719,139.912
6015,14874,chuchu tv,bingo dog song,False,0.912,0.503,10,-12.544,0.0332,0.00763,0.00142,0.357,0.802,101.011
6016,14875,pinkfong,"the best hunter, tyrannosaurus",False,0.592,0.731,8,-4.719,0.031,0.0245,1.06e-05,0.127,0.574,66.197
6017,14876,the kiboomers,party freeze dance song,False,0.791,0.924,4,-6.435,0.0642,0.122,3.94e-05,0.123,0.482,128.001
6018,14877,robert munsch,mortimer,False,0.617,0.421,0,-15.695,0.931,0.692,0.0,0.591,0.346,114.988
6019,14878,peppa pig stories,nursery rhymes,False,0.666,0.247,7,-11.586,0.634,0.798,0.0,0.601,0.406,94.808
6020,14879,the backyardigans,"surf's up, ho daddy",False,0.396,0.728,0,-7.819,0.109,0.0354,6.64e-06,0.3,0.921,180.265
6021,14880,caspar babypants,made of light,False,0.516,0.109,10,-17.355,0.0481,0.972,0.00138,0.0864,0.0349,132.528
6022,14881,the wiggles,numbers rhumba,False,0.798,0.619,2,-7.635,0.0396,0.108,0.114,0.0813,0.778,129.947
6023,14883,teeny tiny stevies,shoelaces,False,0.755,0.559,0,-7.632,0.0413,0.71,0.0,0.0709,0.936,148.953
6024,14884,twinkle twinkle little rock star,sex on fire,False,0.295,0.0102,4,-24.041,0.0409,0.906,0.18,0.112,0.0417,144.034
6025,14886,sweet little band,clocks,False,0.607,0.314,5,-15.652,0.0317,0.926,0.912,0.104,0.135,130.913
6026,14893,john williamson,diggers of the anzac (this is gallipoli),False,0.696,0.814,9,-7.998,0.0388,0.585,0.0,0.0322,0.775,150.75
6027,14894,twinkle twinkle little rock star,"a dream is a wish your heart makes (from ""cinderella"")",False,0.702,0.181,3,-20.588,0.041,0.912,0.967,0.206,0.25,94.497
6028,14895,kinderen voor kinderen,papegaai,False,0.761,0.916,10,-4.243,0.0445,0.0314,9.87e-05,0.153,0.535,135.957
6029,14898,kinderen voor kinderen,tandarts,False,0.738,0.738,3,-4.577,0.0296,0.00848,4.24e-06,0.324,0.708,108.986
6030,14901,pinkfong,baby shark - dance remix,False,0.757,0.839,8,-6.187,0.304,0.591,1.3e-05,0.0401,0.718,154.025
6031,14902,chuchu tv,baby gets sick song,False,0.728,0.608,0,-5.577,0.0244,0.2,1.82e-05,0.12,0.307,102.012
6032,14908,cocomelon,i hear thunder,False,0.646,0.056,9,-12.743,0.0539,0.97,0.000187,0.105,0.675,86.01
6033,14910,the little 'uns,three little monkeys jumping on the bed,False,0.953,0.254,9,-14.666,0.0543,0.317,0.0,0.0549,0.797,110.015
6034,14914,cocomelon,subway song,False,0.804,0.492,2,-10.982,0.204,0.352,0.0,0.134,0.931,199.957
6035,14915,tessarose,singing in the rain,False,0.849,0.524,2,-11.262,0.414,0.555,0.0,0.098,0.695,124.108
6036,14919,cocomelon,three black cats,False,0.883,0.395,0,-11.0,0.0404,0.486,1.76e-05,0.0979,0.884,135.045
6037,14920,the countdown kids,we're going on a bear hunt,False,0.817,0.627,9,-6.759,0.369,0.502,0.0,0.0981,0.452,120.115
6038,14921,the countdown kids,"ghostbusters (from ""ghostbusters i"")",False,0.781,0.971,6,-5.979,0.0735,0.0467,0.0,0.0698,0.647,116.002
6039,14922,the countdown kids,wooly bully,False,0.709,0.828,7,-5.065,0.0582,0.136,0.0328,0.133,0.806,140.015
6040,14924,the countdown kids,love potion no. 9,False,0.725,0.808,4,-9.086,0.0317,0.321,0.0,0.304,0.967,129.93
6041,14926,the countdown kids,the ballroom blitz,False,0.62,0.973,2,-5.264,0.0616,0.00328,1.61e-06,0.101,0.513,108.999
6042,14927,the countdown kids,the time warp,False,0.478,0.747,9,-5.176,0.231,0.298,1.5e-05,0.121,0.497,172.943
6043,14928,twinkle twinkle little rock star,bad guy,False,0.725,0.0524,7,-30.335,0.102,0.979,0.935,0.0943,0.185,140.028
6044,14931,the countdown kids,"spider-man theme (from ""spider-man"")",False,0.657,0.954,1,-5.546,0.0933,0.259,0.0,0.321,0.905,105.078
6045,14932,the countdown kids,little shop of horrors,False,0.594,0.731,7,-6.154,0.115,0.283,2.42e-06,0.0964,0.561,164.052
6046,14934,the countdown kids,"ding! dong! the witch is dead (from ""the wizard of oz"")",False,0.741,0.937,11,-5.522,0.0421,0.173,0.0,0.333,0.738,120.005
6047,14938,the countdown kids,i put a spell on you,False,0.329,0.678,4,-6.65,0.0277,0.154,0.000229,0.26,0.664,103.914
6048,14939,the countdown kids,ghost riders in the sky,False,0.308,0.484,9,-8.873,0.0306,0.0293,0.0,0.169,0.411,146.272
6049,14940,the countdown kids,werewolves of london,False,0.616,0.668,7,-6.33,0.0277,0.0679,0.0529,0.0491,0.958,206.36
6050,14941,the countdown kids,the purple people eater,False,0.572,0.698,2,-8.185,0.0354,0.0404,0.0,0.838,0.961,158.017
6051,14943,the countdown kids,"they're coming to take me away, ha-haaa!",False,0.765,0.969,6,-5.461,0.157,0.449,0.0,0.125,0.343,106.781
6052,14950,the kiboomers,the floor is lava song for kids,False,0.759,0.796,4,-5.613,0.178,0.135,0.000469,0.428,0.445,127.981
6053,14953,wowkidz,mor,False,0.765,0.367,4,-7.001,0.299,0.453,0.0,0.132,0.412,180.243
6054,14954,super simple songs,the ants go marching,False,0.945,0.574,11,-8.242,0.0534,0.497,0.0,0.0758,0.862,103.275
6055,14955,zouzounia,five little monkeys - jumping on the bed,False,0.934,0.537,5,-7.178,0.0429,0.524,0.0123,0.0835,0.947,132.056
6056,14958,tinsel town kids,sally the camel,False,0.743,0.541,7,-6.894,0.0266,0.547,0.0,0.0675,0.623,77.994
6057,14959,kidz bop kids,jenny from the block - redo version,False,0.739,0.887,9,-5.695,0.0504,0.0446,3.91e-06,0.299,0.978,100.021
6058,14960,the wiggles,"hey, tsehay",False,0.699,0.769,2,-8.14,0.0445,0.043,0.0,0.13,0.961,145.231
6059,14961,belle and the nursery rhymes band,10 little numbers,False,0.675,0.381,1,-7.723,0.0297,0.295,3.91e-05,0.115,0.325,130.047
6060,14962,cocomelon,boat song,False,0.825,0.624,0,-8.974,0.0387,0.0188,0.000181,0.101,0.944,180.011
6061,14963,chuchu tv,hickory dickory dock nursery rhyme,False,0.832,0.369,2,-10.161,0.0519,0.0691,2.39e-06,0.37,0.551,99.023
6062,14964,kids tv 123,the animal sounds song (edited version),False,0.549,0.269,0,-11.071,0.0959,0.829,0.0,0.133,0.538,162.918
6063,14965,the kiboomers,"zoom, zoom, zoom, we're going to the moon!",False,0.806,0.734,2,-8.607,0.173,0.441,0.0,0.118,0.859,92.031
6064,14966,cocomelon,halloween dress up,False,0.891,0.281,0,-10.173,0.0564,0.514,0.0,0.0918,0.849,134.953
6065,14969,chuchu tv,old macdonald had a farm tamil song,False,0.885,0.491,9,-13.622,0.138,0.392,1.3e-05,0.234,0.922,99.057
6066,14970,play school,friends all together,False,0.626,0.788,8,-5.393,0.0918,0.655,0.0,0.0721,0.874,99.962
6067,14971,abc kids,little red caboose,False,0.652,0.254,4,-11.719,0.116,0.813,0.0,0.0892,0.678,152.396
6068,14973,baby sensory,you are mine,False,0.711,0.21,5,-22.159,0.0484,0.96,0.0268,0.147,0.159,119.908
6069,14974,abc kids,it ain't gonna rain no more,False,0.737,0.233,7,-14.751,0.0373,0.954,0.0185,0.0846,0.881,113.64
6070,14980,the wiggles,where is thumbkin,False,0.61,0.441,0,-11.143,0.0397,0.905,0.0,0.112,0.593,110.845
6071,14981,twinkle twinkle little rock star,sweet annie,False,0.684,0.0861,6,-19.803,0.0389,0.92,0.00764,0.109,0.315,108.013
6072,14984,the tiny boppers,joshua's lullaby,False,0.372,0.156,2,-15.847,0.043,0.925,0.000256,0.0997,0.332,88.1
6073,14986,twinkle twinkle little rock star,the bare necessities (jungle book),False,0.744,0.266,0,-19.781,0.0438,0.915,0.928,0.0536,0.617,125.957
6074,14990,twinkle twinkle little rock star,can you feel the love tonight (the lion king),False,0.719,0.203,6,-18.857,0.0433,0.946,0.303,0.187,0.424,120.017
6075,14991,play school,little shell,False,0.479,0.189,7,-12.0,0.0369,0.892,0.0,0.125,0.609,199.955
6076,14994,play school,there's a bear in there (play school theme),False,0.52,0.316,2,-13.493,0.0492,0.901,0.0998,0.12,0.326,72.278
6077,14997,wee sing,have you seen the ghost of john?,False,0.337,0.188,2,-9.995,0.0317,0.929,2.53e-06,0.125,0.565,100.146
6078,14998,sweet little band,one love,False,0.666,0.189,10,-14.536,0.0367,0.748,0.613,0.0899,0.85,76.001
6079,15000,dhruv,double take,False,0.456,0.437,8,-11.156,0.0867,0.839,0.0,0.218,0.209,108.678
6080,15003,finding hope,3:00 am,False,0.55,0.147,0,-18.675,0.0404,0.563,0.00102,0.286,0.0346,81.991
6081,15008,dhruv,moonlight,True,0.735,0.501,11,-11.257,0.167,0.627,0.0013,0.104,0.551,92.031
6082,15009,ant saunders,yellow hearts,False,0.866,0.438,7,-8.943,0.0719,0.177,0.0,0.0743,0.695,129.039
6083,15011,demxntia,tonight,False,0.719,0.63,5,-7.142,0.0853,0.255,0.557,0.141,0.4,170.103
6084,15012,fiji blue,it takes two,False,0.731,0.597,4,-7.661,0.0567,0.338,0.00114,0.0771,0.863,101.991
6085,15013,tom odell,another love,True,0.445,0.537,4,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769
6086,15018,jimmy brown,i got you,False,0.769,0.554,1,-6.209,0.0684,0.348,0.000542,0.106,0.598,115.949
6087,15024,mokita,with you,False,0.648,0.607,11,-6.399,0.0577,0.3,0.0,0.163,0.356,154.901
6088,15025,mokita,london,False,0.684,0.512,11,-8.715,0.0525,0.544,0.0,0.097,0.466,119.901
6089,15026,mokita,lonely city,False,0.735,0.37,5,-12.581,0.0705,0.389,0.00163,0.106,0.305,112.015
6090,15030,yusei,i don't see nobody but you,False,0.576,0.355,3,-8.983,0.105,0.975,0.801,0.11,0.332,107.015
6091,15031,pink sweat$,nothing feels better,False,0.769,0.395,2,-7.71,0.0287,0.285,0.0,0.0776,0.558,81.485
6092,15032,faime,feels like you,False,0.848,0.352,4,-6.798,0.0464,0.789,0.000105,0.0865,0.571,92.991
6093,15033,keshi,beside you,False,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0
6094,15041,keshi,right here,False,0.597,0.496,5,-9.441,0.0769,0.0839,0.0,0.117,0.319,160.055
6095,15052,pink sweat$,17,False,0.558,0.364,5,-8.663,0.0502,0.169,9.94e-05,0.109,0.252,129.17
6096,15053,kid travis,strawberry skies,False,0.65,0.462,11,-6.587,0.089,0.366,0.0,0.159,0.649,89.887
6097,15054,denise julia,nvmd,True,0.758,0.674,6,-4.533,0.108,0.0903,0.0,0.0902,0.424,97.977
6098,15056,lund,f*ck love,True,0.639,0.446,6,-10.489,0.0378,0.295,0.0,0.181,0.363,76.004
6099,15058,80purppp,hex,False,0.845,0.398,5,-15.781,0.268,0.872,0.00713,0.159,0.482,109.996
6100,15063,keshi,somebody,True,0.649,0.461,8,-8.401,0.0449,0.442,0.0,0.108,0.487,141.088
6101,15065,keshi,2 soon,True,0.517,0.663,6,-6.688,0.0375,0.146,0.0,0.322,0.146,174.032
6102,15066,yaeow,i need u,False,0.402,0.405,9,-12.486,0.0713,0.513,0.0167,0.155,0.072,84.873
6103,15070,dhruv,airplane thoughts,False,0.677,0.454,2,-8.555,0.0673,0.83,8.55e-05,0.274,0.273,80.045
6104,15073,justin park,on the low,False,0.68,0.53,0,-6.854,0.209,0.203,0.0,0.115,0.398,87.008
6105,15079,iwl,cup of coffee,False,0.672,0.285,1,-7.031,0.0474,0.241,0.905,0.25,0.454,145.0
6106,15082,boy in skirt,losing interest - slowed version,False,0.796,0.0617,7,-22.034,0.0754,0.768,0.895,0.111,0.166,96.44
6107,15090,masn,hate me!,True,0.683,0.628,6,-6.512,0.123,0.659,0.0,0.106,0.356,142.06
6108,15099,fenekot,let me down slowly (slowed + reverb),False,0.757,0.407,11,-15.194,0.0835,0.954,0.849,0.107,0.298,136.879
6109,15101,verzache,the loser,False,0.748,0.297,1,-10.613,0.132,0.485,0.27,0.138,0.114,123.983
6110,15105,keshi,skeletons,True,0.719,0.265,2,-12.782,0.0754,0.296,0.0865,0.108,0.273,80.021
6111,15108,brb.,my type,False,0.69,0.578,0,-8.7,0.0656,0.167,0.000244,0.134,0.788,89.998
6112,15112,dhruv,grateful,True,0.507,0.516,6,-9.67,0.106,0.457,0.0284,0.128,0.486,83.951
6113,15113,yusei,we could have been so good together,False,0.659,0.353,1,-15.69,0.723,0.984,0.807,0.394,0.438,144.03
6114,15114,kayden,but you love it,False,0.757,0.437,4,-6.165,0.0381,0.796,6.34e-06,0.397,0.52,126.961
6115,15115,keshi,angostura,True,0.536,0.659,6,-9.732,0.0483,0.406,0.004,0.107,0.199,170.035
6116,15117,kochetkovv,4:44 am,False,0.809,0.282,0,-10.038,0.433,0.975,0.00176,0.202,0.778,129.89
6117,15119,potsu,i'm closing my eyes,False,0.895,0.109,0,-13.853,0.0996,0.534,0.549,0.106,0.546,134.067
6118,15120,lund,fiction,True,0.752,0.481,11,-9.203,0.044,0.419,3.11e-05,0.366,0.393,135.671
6119,15123,mokita,ready yet,False,0.79,0.531,8,-8.065,0.147,0.193,0.0,0.13,0.627,104.512
6120,15126,mokita,down,False,0.524,0.391,4,-9.021,0.041,0.789,0.0,0.0869,0.143,148.009
6121,15133,keshi,i swear i'll never leave again,False,0.569,0.319,8,-12.85,0.0277,0.853,0.000151,0.128,0.32,79.997
6122,15136,chris james,not angry,False,0.853,0.314,5,-12.418,0.065,0.646,0.000211,0.107,0.679,123.974
6123,15141,yusei,tell me pretty lies,False,0.627,0.316,3,-15.572,0.314,0.962,0.91,0.115,0.124,114.643
6124,15143,switchotr,coming for you - freestyle,True,0.898,0.303,6,-6.68,0.403,0.219,0.000962,0.0633,0.68,140.23
6125,15144,devin kennedy,something bout that feeling,False,0.69,0.397,5,-6.514,0.0453,0.064,0.0,0.0784,0.772,203.723
6126,15148,zaini,wherever you would call me,False,0.661,0.396,7,-13.093,0.0466,0.457,0.258,0.919,0.0352,109.989
6127,15149,french the kid,window blues,True,0.686,0.543,9,-9.096,0.401,0.617,0.0,0.111,0.142,68.241
6128,15153,kid travis,stay (don't go),True,0.458,0.239,11,-15.877,0.0599,0.0346,0.0,0.0815,0.31,94.993
6129,15154,christian kuria,so,False,0.539,0.407,2,-10.937,0.0328,0.816,0.00291,0.125,0.346,79.985
6130,15155,home,resonance,False,0.566,0.74,8,-8.614,0.063,0.0352,0.849,0.221,0.419,170.098
6131,15156,luke chiang,shouldn't be,False,0.647,0.294,6,-10.344,0.0312,0.728,0.0,0.123,0.323,124.999
6132,15157,hybs,dancing with my phone,True,0.834,0.586,6,-8.278,0.0267,0.439,0.083,0.102,0.878,102.048
6133,15159,keshi,touch,False,0.412,0.613,10,-9.803,0.125,0.528,1.96e-06,0.104,0.314,89.025
6134,15160,weston estate,pears,False,0.607,0.599,5,-6.481,0.0558,0.534,0.0,0.111,0.192,82.013
6135,15161,lofi.samurai,love,False,0.864,0.482,8,-16.789,0.225,0.664,1.68e-05,0.269,0.964,133.234
6136,15164,demxntia,i won't let you feel alone again,False,0.766,0.426,0,-8.413,0.0573,0.812,0.0,0.108,0.436,109.925
6137,15165,dhruv,blur,False,0.747,0.789,0,-3.789,0.039,0.0651,2.42e-05,0.0727,0.646,118.035
6138,15167,lexi jonga,i don't want,False,0.663,0.166,9,-13.851,0.213,0.95,0.00904,0.114,0.732,125.613
6139,15172,keshi,less of you,False,0.563,0.678,7,-5.885,0.0495,0.544,1.34e-06,0.117,0.568,169.963
6140,15173,gentle bones,i wouldn't know any better than you,False,0.708,0.485,2,-5.552,0.0699,0.21,0.0,0.104,0.281,139.99
6141,15174,raspo,spirit lead me where my trust is without borders,False,0.749,0.124,10,-16.562,0.0398,0.849,0.819,0.132,0.164,108.016
6142,15175,shady moon,cherry blossoms,True,0.792,0.346,8,-11.424,0.25,0.74,0.000776,0.223,0.462,117.932
6143,15178,kochetkovv,scars,False,0.738,0.517,7,-9.416,0.0696,0.72,0.0439,0.168,0.238,119.024
6144,15179,keshi,blue,False,0.513,0.563,1,-8.689,0.0338,0.0701,1.62e-06,0.0956,0.217,160.051
6145,15180,devin kennedy,hurt u,False,0.678,0.558,2,-8.235,0.0526,0.573,0.0,0.105,0.574,147.98
6146,15182,fenekot,habits (stay high) (slowed + reverb),False,0.703,0.284,8,-12.47,0.0787,0.885,0.000997,0.111,0.0979,91.824
6147,15186,yaeow,far away from here,False,0.663,0.236,10,-15.844,0.0507,0.892,0.302,0.0788,0.236,74.97
6148,15188,kochetkovv,it won't hurt,False,0.914,0.289,10,-11.716,0.239,0.628,0.28,0.275,0.722,113.944
6149,15194,rangga jones,favourite things,False,0.528,0.468,9,-8.286,0.133,0.264,0.0,0.0852,0.241,119.937
6150,15196,conor matthews,older,False,0.548,0.654,4,-4.599,0.0313,0.113,0.0,0.241,0.317,85.023
6151,15197,gsoul,hate everything,False,0.474,0.229,10,-9.47,0.0329,0.858,0.0,0.11,0.289,118.827
6152,15199,tom odell,heal,False,0.445,0.179,1,-12.938,0.0396,0.952,0.00056,0.107,0.119,72.246
6153,15200,gemini,know me,False,0.767,0.631,5,-6.052,0.0288,0.132,1.81e-05,0.127,0.675,94.99
6154,15203,rini,my favourite clothes,False,0.746,0.339,2,-9.041,0.144,0.482,1.36e-05,0.0838,0.291,119.924
6155,15204,hybs,ride,False,0.757,0.393,5,-7.942,0.212,0.788,0.000986,0.0501,0.715,77.985
6156,15205,finding hope,nightlight,False,0.542,0.0866,5,-17.125,0.0556,0.721,0.00246,0.0962,0.161,147.808
6157,15206,fiji blue,another day,False,0.689,0.751,1,-5.876,0.0339,0.307,0.00424,0.076,0.692,140.16
6158,15207,dwllrs,blue spirits,False,0.66,0.646,9,-5.788,0.0469,0.655,0.0,0.188,0.336,130.003
6159,15209,odesza,a moment apart,False,0.515,0.663,7,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024
6160,15210,demxntia,disappear,False,0.476,0.36,2,-11.396,0.0494,0.96,1.92e-05,0.118,0.0341,140.575
6161,15211,92914,okinawa,False,0.735,0.167,5,-18.467,0.0567,0.929,0.165,0.662,0.376,147.854
6162,15214,elliott trent,one friend,True,0.682,0.491,2,-8.095,0.0431,0.634,0.0,0.124,0.324,139.844
6163,15215,larissa lambert,weak,False,0.617,0.451,7,-9.323,0.0584,0.627,0.0,0.267,0.487,127.923
6164,15220,devin kennedy,loose change,False,0.825,0.42,11,-14.702,0.0516,0.326,0.0,0.151,0.781,119.953
6165,15224,fiji blue,only when i look into your eyes,False,0.725,0.694,10,-5.49,0.039,0.0566,4.54e-05,0.468,0.819,117.962
6166,15227,william singe,love you like me,True,0.756,0.514,5,-7.364,0.0759,0.47,0.0,0.124,0.332,112.004
6167,15228,j'san,"i'm in love with u, sorry",False,0.578,0.288,5,-17.204,0.0589,0.97,0.633,0.125,0.276,94.983
6168,15230,mokita,love alone,False,0.632,0.454,7,-6.996,0.0505,0.51,2.68e-06,0.179,0.493,90.024
6169,15231,rangga jones,confidence in me,False,0.586,0.501,4,-8.519,0.0908,0.0874,0.0,0.0899,0.342,79.366
6170,15232,lokel,world burns,False,0.781,0.373,11,-10.866,0.0791,0.202,0.0346,0.142,0.301,125.978
6171,15233,sarcastic sounds,say goodbye,True,0.71,0.415,8,-9.561,0.0908,0.902,0.00236,0.149,0.418,92.016
6172,15234,tankz,london scammer,True,0.871,0.282,9,-16.861,0.247,0.375,0.0284,0.0856,0.353,140.068
6173,15235,sky mccreery,i looked into your eyes,False,0.475,0.0989,10,-9.55,0.0474,0.853,0.0,0.271,0.3,133.713
6174,15236,seon,never be alright,True,0.835,0.284,7,-10.121,0.0778,0.631,3.96e-06,0.102,0.286,86.982
